age,balance,education,job,marital,month,previous,y
46,80,unknown,services,married,may,0,no
40,105,secondary,services,divorced,may,0,no
29,182,secondary,admin.,married,may,0,no
49,82,secondary,admin.,married,may,0,no
42,0,tertiary,management,married,may,0,no
54,510,secondary,services,married,may,0,no
40,242,tertiary,management,single,may,0,no
53,244,secondary,admin.,married,may,0,no
49,92,tertiary,management,married,may,0,no
40,0,primary,blue-collar,married,may,0,no
29,948,secondary,student,single,may,0,no
36,23,primary,blue-collar,married,may,0,no
37,710,secondary,technician,married,may,0,no
39,1205,secondary,services,married,may,0,no
36,368,secondary,technician,married,may,0,yes
44,1631,tertiary,entrepreneur,married,may,0,no
40,6,secondary,admin.,married,may,0,no
49,26,secondary,blue-collar,married,may,0,no
30,-48,unknown,technician,single,may,0,no
57,2142,tertiary,management,married,may,0,no
24,77,secondary,services,single,may,0,no
46,401,unknown,blue-collar,married,may,0,no
33,21,secondary,admin.,married,may,0,no
43,0,secondary,services,divorced,may,0,no
43,-497,secondary,admin.,single,may,0,no
40,369,primary,blue-collar,divorced,may,0,no
44,78,unknown,technician,single,may,0,no
35,226,tertiary,technician,single,may,0,no
47,503,secondary,technician,married,may,0,no
33,372,secondary,blue-collar,married,may,0,no
31,0,secondary,admin.,married,may,0,no
40,0,secondary,blue-collar,divorced,may,0,no
36,125,tertiary,entrepreneur,married,may,0,no
56,4,primary,retired,divorced,may,0,no
40,419,unknown,admin.,single,may,0,no
41,322,secondary,admin.,divorced,may,0,no
53,303,secondary,retired,married,may,0,no
39,607,secondary,blue-collar,married,may,0,no
44,579,secondary,blue-collar,divorced,may,0,no
38,3047,secondary,admin.,married,may,0,no
54,83,secondary,technician,divorced,may,0,no
58,68,tertiary,management,married,may,0,no
52,58,primary,blue-collar,married,may,0,no
28,251,secondary,admin.,single,may,0,no
36,688,secondary,blue-collar,married,may,0,no
60,364,primary,retired,married,may,0,no
42,55,secondary,services,divorced,may,0,no
42,101,secondary,admin.,married,may,0,no
44,105,tertiary,management,married,may,0,no
51,325,primary,blue-collar,divorced,may,0,no
49,198,primary,blue-collar,married,may,0,no
47,209,unknown,entrepreneur,married,may,0,no
37,183,secondary,blue-collar,married,may,0,no
34,105,tertiary,management,married,may,0,no
35,109,secondary,services,married,may,0,no
35,376,secondary,blue-collar,single,may,0,no
40,-7,primary,blue-collar,married,may,0,no
55,0,secondary,technician,married,may,0,no
55,143,secondary,retired,married,may,0,no
35,550,tertiary,management,single,may,0,no
57,162,primary,blue-collar,married,may,0,no
53,115,tertiary,management,married,may,0,no
41,512,primary,blue-collar,married,may,0,no
57,807,unknown,blue-collar,married,may,0,no
45,248,unknown,blue-collar,married,may,0,no
43,1211,primary,blue-collar,married,may,0,no
56,7,unknown,self-employed,married,may,0,no
31,281,tertiary,entrepreneur,married,may,0,no
37,88,secondary,blue-collar,single,may,0,no
30,32,tertiary,management,married,may,0,no
30,115,secondary,admin.,single,may,0,no
54,254,secondary,blue-collar,married,may,0,no
36,144,tertiary,management,married,may,0,no
55,383,tertiary,unemployed,married,may,0,no
37,569,secondary,admin.,single,may,0,no
38,0,secondary,housemaid,married,may,0,no
48,3754,secondary,admin.,married,may,0,no
55,6920,tertiary,housemaid,divorced,may,0,no
59,307,secondary,services,married,may,0,no
37,-421,secondary,technician,married,may,0,no
33,60,secondary,blue-collar,divorced,may,0,no
44,67,primary,blue-collar,married,may,0,no
57,402,secondary,technician,married,may,0,no
30,800,tertiary,self-employed,single,may,0,no
42,239,tertiary,technician,married,may,0,no
51,421,secondary,blue-collar,divorced,may,0,no
44,161,secondary,admin.,divorced,may,0,no
46,289,secondary,technician,married,may,0,no
29,110,secondary,student,single,may,0,no
39,245,primary,blue-collar,married,may,0,no
42,0,secondary,services,married,may,0,no
50,156,primary,blue-collar,married,may,0,no
42,0,secondary,technician,single,may,0,no
39,20,secondary,admin.,married,may,0,no
55,92,tertiary,technician,single,may,0,no
46,89,secondary,services,married,may,0,no
42,166,secondary,blue-collar,married,may,0,no
45,103,tertiary,management,married,may,0,no
43,-454,primary,blue-collar,married,may,0,no
42,445,secondary,admin.,married,may,0,no
30,4,secondary,admin.,married,may,0,no
47,1001,secondary,blue-collar,married,may,0,no
51,-69,secondary,services,divorced,may,0,no
38,42,secondary,technician,single,may,0,no
57,1617,unknown,technician,married,may,0,no
42,221,tertiary,management,divorced,may,0,no
32,210,secondary,technician,divorced,may,0,no
46,0,tertiary,management,married,may,0,no
29,185,tertiary,student,single,may,0,no
59,836,secondary,retired,married,may,0,no
32,301,secondary,blue-collar,single,may,0,no
44,503,primary,blue-collar,married,may,0,no
40,407,primary,retired,married,may,0,no
31,53,secondary,blue-collar,single,may,0,no
46,2303,tertiary,self-employed,married,may,0,no
43,144,tertiary,management,married,may,0,no
34,205,secondary,services,married,may,0,no
39,305,tertiary,management,married,may,0,no
30,251,secondary,blue-collar,divorced,may,0,no
56,0,secondary,retired,married,may,0,no
29,8,secondary,technician,married,may,0,no
40,139,secondary,blue-collar,divorced,may,0,no
36,184,secondary,services,married,may,0,no
37,238,secondary,blue-collar,single,may,0,no
35,0,secondary,admin.,married,may,0,no
35,0,primary,blue-collar,married,may,0,no
47,222,primary,services,married,may,0,no
31,414,secondary,services,married,may,0,no
56,223,primary,retired,single,may,0,no
57,197,secondary,technician,married,may,0,no
36,-251,secondary,blue-collar,married,may,0,no
45,-139,secondary,self-employed,divorced,may,0,no
47,733,unknown,blue-collar,married,may,0,no
29,0,tertiary,technician,single,may,0,no
57,1,secondary,services,married,may,0,no
45,97,primary,blue-collar,married,may,0,no
31,435,primary,blue-collar,single,may,0,no
31,0,tertiary,management,divorced,may,0,no
37,147,tertiary,technician,single,may,0,no
30,3,tertiary,technician,single,may,0,no
58,1109,secondary,services,divorced,may,0,no
33,404,secondary,services,married,may,0,no
39,981,primary,blue-collar,married,may,0,no
33,95,primary,blue-collar,single,may,0,no
34,302,secondary,services,married,may,0,no
36,-290,secondary,services,divorced,may,0,no
37,259,secondary,services,single,may,0,no
35,527,secondary,blue-collar,married,may,0,no
55,102,secondary,retired,married,may,0,no
34,872,tertiary,management,single,may,0,no
40,490,tertiary,management,divorced,may,0,no
42,19,primary,blue-collar,single,may,0,no
37,16,secondary,blue-collar,married,may,0,no
42,386,tertiary,management,married,may,0,no
35,539,secondary,technician,single,may,0,no
44,-329,secondary,technician,divorced,may,0,no
30,-174,secondary,services,single,may,0,no
45,68,secondary,entrepreneur,married,may,0,no
35,-532,unknown,blue-collar,single,may,0,no
36,0,secondary,admin.,divorced,may,0,no
49,64,secondary,blue-collar,married,may,0,no
31,1415,secondary,blue-collar,single,may,0,no
31,147,secondary,technician,single,may,0,no
39,72,secondary,blue-collar,married,may,0,no
37,-196,secondary,services,single,may,0,no
33,716,primary,blue-collar,married,may,0,no
37,0,tertiary,management,married,may,0,no
42,-246,secondary,services,married,may,0,no
56,-203,secondary,blue-collar,married,may,0,no
37,245,secondary,admin.,single,may,0,yes
36,342,secondary,services,single,may,0,no
29,3,tertiary,technician,single,may,0,no
54,-248,tertiary,management,married,may,0,no
38,376,secondary,blue-collar,married,may,0,no
43,370,secondary,blue-collar,divorced,may,0,no
47,594,secondary,admin.,single,may,0,no
47,387,secondary,blue-collar,married,may,0,no
38,208,secondary,services,married,may,0,no
40,563,secondary,blue-collar,married,may,0,no
33,392,secondary,services,divorced,may,0,no
33,165,secondary,retired,married,may,0,no
53,236,unknown,admin.,divorced,may,0,no
37,52,primary,services,married,may,0,no
40,1265,tertiary,management,single,may,0,no
37,693,primary,blue-collar,married,may,0,no
35,118,secondary,technician,married,may,0,no
49,3659,primary,blue-collar,married,may,0,no
26,24,secondary,blue-collar,single,may,0,no
38,673,tertiary,management,single,may,0,no
52,273,secondary,self-employed,married,may,0,no
33,327,secondary,services,divorced,may,0,no
31,299,secondary,admin.,single,may,0,no
32,0,secondary,blue-collar,married,may,0,no
35,109,primary,blue-collar,single,may,0,no
55,552,tertiary,management,divorced,may,0,no
32,473,primary,blue-collar,divorced,may,0,no
37,414,unknown,unknown,single,may,0,no
45,154,secondary,blue-collar,married,may,0,yes
31,344,secondary,technician,married,may,0,no
38,8,secondary,admin.,married,may,0,no
37,78,secondary,services,married,may,0,no
38,266,secondary,blue-collar,married,may,0,no
33,98,tertiary,housemaid,married,may,0,no
38,83,primary,blue-collar,married,may,0,no
37,45,tertiary,management,single,may,0,no
29,8,tertiary,unemployed,married,may,0,no
42,263,tertiary,management,married,may,0,no
40,306,secondary,blue-collar,married,may,0,no
32,233,tertiary,management,married,may,0,no
47,447,tertiary,management,divorced,may,0,no
29,872,secondary,student,single,may,0,no
53,-291,primary,services,divorced,may,0,yes
31,309,tertiary,services,married,may,0,no
59,202,secondary,blue-collar,married,may,0,no
29,56,primary,entrepreneur,married,may,0,no
59,229,primary,blue-collar,married,may,0,no
44,143,primary,blue-collar,married,may,0,no
38,100,secondary,admin.,single,may,0,yes
49,326,secondary,admin.,married,may,0,no
43,167,secondary,blue-collar,married,may,0,no
52,545,secondary,admin.,single,may,0,no
40,2100,secondary,admin.,married,may,0,no
32,0,secondary,services,married,may,0,no
47,192,primary,admin.,married,may,0,no
33,442,tertiary,management,married,may,0,no
35,267,tertiary,management,married,may,0,no
27,0,secondary,services,single,may,0,no
50,377,primary,blue-collar,married,may,0,no
44,7624,secondary,retired,married,may,0,no
43,66,primary,self-employed,married,may,0,no
51,37,unknown,blue-collar,married,may,0,no
32,64,secondary,admin.,single,may,0,no
47,34,tertiary,management,divorced,may,0,no
34,627,secondary,admin.,divorced,may,0,no
57,1013,primary,self-employed,married,may,0,no
43,140,secondary,admin.,single,may,0,no
40,8823,tertiary,services,single,may,0,no
28,97,secondary,blue-collar,single,may,0,no
38,5,unknown,blue-collar,married,may,0,no
37,74,secondary,unemployed,divorced,may,0,no
44,58544,secondary,admin.,married,may,0,no
41,169,secondary,technician,married,may,0,no
37,444,tertiary,self-employed,married,may,0,no
30,542,tertiary,services,single,may,0,no
32,-205,secondary,blue-collar,married,may,0,no
30,112,tertiary,management,single,may,0,no
35,39,secondary,services,married,may,0,no
55,1268,secondary,blue-collar,married,may,0,no
52,-98,secondary,blue-collar,married,may,0,no
33,44,secondary,admin.,married,may,0,no
55,-90,primary,retired,married,may,0,no
33,0,secondary,blue-collar,married,may,0,no
40,-94,secondary,blue-collar,married,may,0,no
39,-345,secondary,blue-collar,married,may,0,no
54,-932,secondary,blue-collar,married,may,0,no
39,20,primary,blue-collar,married,may,0,no
49,90,secondary,blue-collar,married,may,0,no
52,31,secondary,admin.,married,may,0,no
27,134,tertiary,management,single,may,0,no
26,0,secondary,services,married,may,0,no
40,61,secondary,blue-collar,married,may,0,no
47,-5,secondary,blue-collar,married,may,0,no
31,-45,secondary,services,single,may,0,no
53,156,secondary,blue-collar,single,may,0,no
31,564,secondary,services,married,may,0,no
33,-6,secondary,admin.,married,may,0,no
35,528,secondary,services,married,may,0,no
46,1481,unknown,entrepreneur,married,may,0,no
31,2019,secondary,management,married,may,0,no
35,1855,secondary,technician,single,may,0,no
29,147,secondary,management,married,may,0,no
51,220,secondary,technician,married,may,0,no
33,198,primary,blue-collar,married,may,0,no
37,115,tertiary,management,married,may,0,no
43,87,unknown,admin.,single,may,0,no
42,644,tertiary,technician,married,may,0,no
28,225,secondary,blue-collar,married,may,0,no
57,502,secondary,retired,married,may,0,no
38,-32,secondary,services,married,may,0,no
39,106,primary,blue-collar,married,may,0,no
36,301,tertiary,technician,married,may,0,no
57,906,tertiary,retired,married,may,0,no
44,187,unknown,management,married,may,0,no
48,852,secondary,services,divorced,may,0,no
46,143,primary,blue-collar,married,may,0,no
43,71,secondary,admin.,married,may,0,no
49,1496,secondary,services,married,may,0,no
29,703,secondary,services,single,may,0,no
53,732,secondary,blue-collar,married,may,0,no
30,21,secondary,services,single,may,0,no
41,276,secondary,management,divorced,may,0,no
33,0,secondary,technician,married,may,0,no
47,550,primary,blue-collar,married,may,0,no
58,268,secondary,retired,married,may,0,no
31,-825,secondary,unemployed,married,may,0,no
38,137,secondary,admin.,single,may,0,no
60,42,secondary,retired,married,may,0,no
33,54,tertiary,management,single,may,0,no
33,1716,tertiary,unemployed,single,may,0,no
52,270,primary,admin.,married,may,0,no
42,803,primary,blue-collar,married,may,0,no
30,102,secondary,technician,single,may,0,no
33,188,tertiary,entrepreneur,divorced,may,0,no
46,207,secondary,admin.,divorced,may,0,no
51,1466,primary,blue-collar,married,may,0,no
40,350,secondary,unemployed,single,may,0,no
50,159,secondary,admin.,married,may,0,no
42,157,tertiary,entrepreneur,married,may,0,no
38,0,secondary,technician,married,may,0,no
36,91,primary,admin.,single,may,0,no
37,849,primary,unemployed,divorced,may,0,no
33,436,tertiary,management,married,may,0,no
38,-1,secondary,blue-collar,single,may,0,no
52,297,tertiary,blue-collar,married,may,0,no
29,313,secondary,blue-collar,married,may,0,no
37,310,primary,blue-collar,married,may,0,no
34,475,secondary,admin.,married,may,0,no
43,61,primary,blue-collar,married,may,0,no
49,1377,secondary,services,married,may,0,no
33,56,secondary,technician,single,may,0,no
47,0,unknown,admin.,married,may,0,no
50,73,secondary,technician,married,may,0,no
30,660,primary,blue-collar,single,may,0,no
44,-79,primary,services,married,may,0,no
44,558,secondary,blue-collar,divorced,may,0,no
30,342,secondary,services,single,may,0,no
40,-4,unknown,blue-collar,married,may,0,no
41,225,unknown,blue-collar,married,may,0,no
34,267,primary,blue-collar,married,may,0,no
53,46,primary,services,married,may,0,no
35,624,primary,blue-collar,married,may,0,no
34,1107,secondary,technician,divorced,may,0,no
39,573,secondary,admin.,single,may,0,no
39,406,tertiary,management,single,may,0,no
52,220,secondary,services,divorced,may,0,no
34,2308,secondary,blue-collar,married,may,0,no
37,139,primary,blue-collar,divorced,may,0,no
39,367,secondary,admin.,married,may,0,no
52,278,primary,entrepreneur,divorced,may,0,no
35,229,primary,blue-collar,married,may,0,no
36,1722,tertiary,entrepreneur,married,may,0,no
48,-500,secondary,technician,married,may,0,no
31,308,secondary,admin.,divorced,may,0,no
43,1026,tertiary,technician,divorced,may,0,no
43,548,primary,blue-collar,single,may,0,no
39,356,secondary,blue-collar,married,may,0,no
40,164,primary,technician,married,may,0,no
58,211,tertiary,management,married,may,0,no
31,19,primary,blue-collar,married,may,0,no
41,108,secondary,blue-collar,married,may,0,no
37,308,tertiary,management,married,may,0,no
44,7,secondary,services,divorced,may,0,no
37,16,tertiary,technician,married,may,0,no
39,867,primary,blue-collar,married,may,0,no
41,277,secondary,blue-collar,single,may,0,no
52,196,primary,blue-collar,divorced,may,0,no
