level_0,index,age,workclass,education,marital_status,occupation,sex,income
410,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
413,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
415,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
416,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
418,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
419,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
420,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
421,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
422,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
423,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
424,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
425,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
426,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
427,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
429,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
431,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
432,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
433,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
435,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
437,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
439,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
440,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
441,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
443,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
444,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
445,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
446,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
447,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
448,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
449,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
450,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
451,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
452,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
453,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
455,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
456,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
459,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
460,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
462,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
463,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
464,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
465,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
466,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
468,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
471,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
472,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
473,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
474,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
475,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
476,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
478,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
479,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
480,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
481,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
482,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
483,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
484,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
485,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
486,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
488,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
489,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
491,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
492,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
493,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
494,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
495,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
496,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
497,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
499,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
502,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
503,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
504,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
505,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
506,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
507,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
508,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
509,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
512,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
513,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
514,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
515,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
516,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
519,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
520,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
521,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
523,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
524,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
525,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
526,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
527,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
528,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
529,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
530,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
531,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
532,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
533,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
534,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
535,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
536,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
537,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
538,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
539,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
540,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
542,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
543,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
544,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
545,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
546,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
547,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
548,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
549,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
550,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
551,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
552,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,>50K
553,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
554,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
555,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
556,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
557,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
558,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
559,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
560,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
561,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
563,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
564,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
565,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
566,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
568,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
569,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
570,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
571,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
573,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
574,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
575,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
576,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
577,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
578,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
579,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
580,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
581,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
582,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
583,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
584,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
585,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
586,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
587,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
588,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
589,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
591,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
593,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
594,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
595,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
596,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
598,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
599,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
600,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
601,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
602,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
603,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
604,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
606,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
607,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
608,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
609,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
610,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
612,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
614,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
615,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
616,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
617,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
618,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
619,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
621,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
622,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,>50K
624,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
625,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
627,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
628,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
629,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
630,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
631,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
632,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
633,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
634,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
636,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
637,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
