level_0,index,age,workclass,education,marital_status,occupation,sex,income
422,422,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
423,423,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
424,424,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
425,425,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
426,426,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
427,427,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
429,429,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
431,431,"[0, 40[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
432,432,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
435,435,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
437,437,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
439,439,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
440,440,"[0, 40[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
441,441,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
443,443,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
444,444,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
445,445,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
446,446,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
447,447,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
448,448,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
449,449,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
450,450,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
451,451,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
452,452,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
453,453,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
455,455,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
456,456,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
458,458,"[40, 80[",Government,Higher education,Spouse not present,Technical,Female,<=50K
459,459,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
460,460,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
462,462,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
463,463,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
464,464,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
465,465,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
466,466,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
468,468,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
471,471,"[40, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
472,472,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
473,473,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
474,474,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
475,475,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
476,476,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
478,478,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
479,479,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
480,480,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
481,481,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
482,482,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
483,483,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
484,484,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
485,485,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
486,486,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
489,489,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
491,491,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
492,492,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
493,493,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
494,494,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
495,495,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
496,496,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
497,497,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
499,499,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
502,502,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
503,503,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
504,504,"[40, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
505,505,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
506,506,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
507,507,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
508,508,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
509,509,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
512,512,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
513,513,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
514,514,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
515,515,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
516,516,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
519,519,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
520,520,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
521,521,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
523,523,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
524,524,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
525,525,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
526,526,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
527,527,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
528,528,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
529,529,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
530,530,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
531,531,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
532,532,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
533,533,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
534,534,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
535,535,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
536,536,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
537,537,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
538,538,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
539,539,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
540,540,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
541,541,"[40, 80[",Government,Higher education,Spouse not present,Technical,Female,<=50K
542,542,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
543,543,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
544,544,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
545,545,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
546,546,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
547,547,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
548,548,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
549,549,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
550,550,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
551,551,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
552,552,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,>50K
553,553,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
554,554,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
555,555,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
556,556,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
557,557,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
558,558,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
559,559,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
560,560,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
561,561,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
563,563,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
564,564,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
565,565,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
566,566,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
568,568,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
569,569,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
570,570,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
571,571,"[0, 40[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
573,573,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
574,574,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
575,575,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
576,576,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
577,577,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
578,578,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
579,579,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
580,580,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
581,581,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
582,582,"[0, 40[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
584,584,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
585,585,"[0, 40[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
586,586,"[0, 40[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
587,587,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
588,588,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
589,589,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
591,591,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
593,593,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
594,594,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
595,595,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
596,596,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
598,598,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
599,599,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
600,600,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
601,601,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
602,602,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
603,603,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
604,604,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
606,606,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
608,608,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
609,609,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
610,610,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
612,612,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
614,614,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
615,615,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
616,616,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
617,617,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
618,618,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
619,619,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
621,621,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
622,622,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,>50K
624,624,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
625,625,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
627,627,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
628,628,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
629,629,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
630,630,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
631,631,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
632,632,"[0, 40[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
633,633,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
