-8019,[-8000,<-8000,<-8000,<-8000,"[-10000,0[",<0,*
-700,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-697,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-694,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-692,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-691,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-690,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-689,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-688,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-687,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-686,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-685,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-684,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-683,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-682,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-681,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-680,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-679,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-677,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-676,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-675,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-674,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-673,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-672,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-671,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-670,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-667,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-666,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-665,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-664,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-663,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-661,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-659,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-656,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-651,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-650,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-648,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-646,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-644,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-643,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-642,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-641,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-640,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-639,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-637,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-636,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-635,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-634,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-633,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-632,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-631,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-630,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-628,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-627,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-626,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-625,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-624,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-621,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-619,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-618,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-617,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-616,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-614,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-613,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-612,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-611,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-609,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-608,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-607,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-606,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-605,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-603,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-601,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-600,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-599,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-598,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-597,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-596,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-594,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-593,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-591,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-589,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-588,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-587,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-585,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-584,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-583,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-582,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-581,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-580,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-579,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-578,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-577,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-576,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-575,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-574,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-572,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-571,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-570,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-569,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-568,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-566,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-565,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-564,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-563,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-562,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-560,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-559,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-558,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-557,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-556,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-555,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-554,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-553,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-552,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-551,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-550,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-549,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-548,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-547,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-546,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-545,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-544,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-542,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-541,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-540,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-538,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-537,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-535,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-534,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-533,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-532,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-531,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-530,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-529,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-528,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-527,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-526,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-525,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-524,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-523,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-522,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-521,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-519,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-518,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-517,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-516,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-515,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-513,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-512,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-511,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-510,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-509,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-508,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-507,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-506,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-505,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-504,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-503,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-502,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-501,"[-1000,-500[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-500,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-499,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-498,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-497,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-496,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-495,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-494,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-493,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-492,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-491,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-490,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-489,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-488,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-487,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-485,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-483,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-482,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-481,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-480,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-479,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-478,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-477,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-476,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-475,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-474,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-473,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-472,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-471,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-470,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-469,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-468,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-467,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-466,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-465,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-464,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-463,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-462,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-461,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-460,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-459,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-458,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-457,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-456,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-455,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-454,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-453,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-452,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-451,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-450,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-449,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-448,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-447,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-446,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-444,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-443,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-442,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-441,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-440,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-439,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-438,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-437,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-436,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-435,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-433,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-432,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-431,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-430,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-429,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-428,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-427,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-426,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-424,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-423,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-422,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-421,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-420,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-418,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-417,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-416,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-415,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-414,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-413,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-412,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-411,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-410,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-409,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-408,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-407,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-406,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-405,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-404,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-403,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-402,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-401,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-400,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-399,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-398,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-397,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-396,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-395,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-394,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-393,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-392,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-391,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-390,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-389,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-388,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-386,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-385,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-384,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-383,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-382,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-381,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-380,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-379,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-378,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-376,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-375,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-374,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-372,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-371,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-370,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-369,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
-368,"[-500,0[","[-1000,0[","[-2000,0[","[-4000,0[","[-10000,0[",<0,*
